emp_no,first_name,last_name,from_date,salary,title,to_date
416823,Indrajit,Guerreiro,1995-10-11,40000,Engineer,9999-01-01
416827,Nevio,Binkley,1996-06-08,47004,Technique Leader,9999-01-01
416830,Pranas,Junet,1987-01-17,41962,Senior Staff,9999-01-01
416834,Angel,Riefers,1985-12-24,40000,Senior Engineer,9999-01-01
416836,Gino,Erev,1986-01-12,40000,Senior Engineer,9999-01-01
416847,Jinpo,Dengi,1996-11-25,40000,Assistant Engineer,9999-01-01
416864,Chiradeep,Shiratori,1986-09-18,48027,Senior Staff,9999-01-01
416879,Bluma,Schrooten,1999-05-17,79501,Senior Staff,9999-01-01
416880,Shuichi,Felder,1988-06-01,66511,Senior Staff,9999-01-01
416899,Abdelghani,Heijenga,1989-05-26,42236,Engineer,9999-01-01
416920,Ekawit,Kossowski,1986-03-03,71103,Senior Staff,9999-01-01
416924,Vishwani,Ambroszkiewicz,1988-03-30,93361,Senior Staff,9999-01-01
416936,Lenore,Perly,1993-06-20,76668,Senior Engineer,9999-01-01
416948,Reinhard,Peac,1993-12-30,62481,Senior Staff,9999-01-01
416950,Suvo,Krohn,1986-11-07,81994,Senior Staff,9999-01-01
416959,Ymte,Speer,1985-11-20,46159,Senior Staff,9999-01-01
416963,Shietung,Ramsey,1987-02-15,40000,Senior Engineer,9999-01-01
416979,Baruch,Maliniak,1987-02-15,40000,Senior Engineer,9999-01-01
416980,Qunsheng,Meszaros,1988-06-16,70218,Senior Staff,9999-01-01
416991,Weiwu,Lund,1987-08-23,48255,Senior Engineer,9999-01-01
417000,Baruch,Shokrollahi,1989-10-12,50210,Senior Engineer,9999-01-01
417002,Parviz,Perko,1988-04-04,51500,Senior Engineer,9999-01-01
417037,Kristian,Ranta,1985-08-05,40000,Senior Engineer,9999-01-01
417039,Chrisa,Feldmann,1995-05-29,84126,Senior Staff,9999-01-01
417042,Basem,Eickenmeyer,1986-04-10,93661,Senior Staff,9999-01-01
417048,Subhada,Bernardeschi,1987-01-01,40000,Senior Engineer,9999-01-01
417063,Menkae,Perna,1999-06-05,57898,Staff,9999-01-01
417064,Gill,Narlikar,1986-12-13,48479,Senior Staff,9999-01-01
417073,Foong,Ecklund,1985-04-19,41111,Senior Engineer,9999-01-01
417078,Shigenori,Sethi,1986-01-02,40000,Senior Engineer,9999-01-01
417090,Takahira,Schaaf,1990-09-27,67692,Senior Staff,9999-01-01
417120,Candido,Ghelli,1987-05-07,40000,Technique Leader,9999-01-01
417123,Shao,Ramsak,1986-04-07,61632,Senior Staff,9999-01-01
417130,Turgut,Kushner,1988-09-10,67620,Senior Staff,9999-01-01
417146,Anneke,Caine,1987-01-24,40000,Senior Engineer,9999-01-01
417153,Prodip,Nitta,1988-07-17,40000,Senior Engineer,9999-01-01
417170,Paloma,Delgrange,2000-01-25,40000,Senior Engineer,9999-01-01
417190,Atreyi,Cooman,1988-01-06,73341,Senior Staff,9999-01-01
417206,Ramachenga,Crouzet,1990-05-30,88990,Senior Staff,9999-01-01
417210,Guozhong,Iisaku,1991-03-06,40000,Senior Engineer,9999-01-01
417237,Deniz,Menyhert,1988-02-22,51909,Senior Staff,9999-01-01
417247,Udaiprakash,Farrar,1997-01-05,48941,Engineer,9999-01-01
417275,Mohammed,Middleton,1997-10-04,47239,Staff,9999-01-01
417276,Howell,Deville,1996-02-09,55927,Senior Engineer,9999-01-01
417278,Roselyn,Aamodt,1990-05-28,40000,Engineer,9999-01-01
417279,Mariangiola,Gischer,1990-11-25,53964,Senior Engineer,9999-01-01
417286,Mabo,Fordan,1988-05-21,40431,Senior Engineer,9999-01-01
417306,LiMin,Lorin,1985-03-23,46307,Senior Engineer,9999-01-01
417317,Byong,Asrin,1998-02-03,40000,Technique Leader,9999-01-01
417322,Jiong,Bahr,1995-01-13,40000,Senior Engineer,9999-01-01
417328,Xinyu,Molenaar,1987-01-28,62624,Senior Staff,9999-01-01
417338,Huican,Staelin,1986-07-08,46925,Senior Staff,9999-01-01
417356,Chinya,Rosch,1996-09-12,86694,Staff,9999-01-01
417365,Shuzo,Roccetti,1996-01-14,40000,Senior Staff,9999-01-01
417376,Leszek,Hertweck,1985-02-22,81178,Senior Staff,9999-01-01
417381,Paddy,Beausoleil,1997-06-17,62081,Staff,9999-01-01
417384,Mansur,Valtorta,1985-04-20,40000,Senior Staff,9999-01-01
417399,Moto,Pulkowski,1986-01-24,58528,Senior Engineer,9999-01-01
417427,Doohun,Lores,1985-09-14,67756,Senior Staff,9999-01-01
417436,Avishai,Quittner,1985-02-14,68157,Senior Engineer,9999-01-01
417438,Boutros,Veldwijk,1995-11-13,53060,Engineer,9999-01-01
417440,Luisa,Lorie,1985-03-23,64591,Senior Engineer,9999-01-01
417442,Conrado,Uchoa,1986-10-01,52648,Senior Engineer,9999-01-01
417450,Aimee,Shinomoto,1987-04-30,40000,Senior Staff,9999-01-01
417452,Jaber,Openshaw,1990-08-19,40000,Senior Engineer,9999-01-01
417460,Stafford,Schwaller,1986-02-28,40000,Senior Engineer,9999-01-01
417462,Yagil,Emmart,1988-11-23,64352,Senior Engineer,9999-01-01
417466,Cathie,Trumbly,1986-09-08,40000,Senior Staff,9999-01-01
417477,Abdelkader,Gadepally,1999-10-18,40000,Staff,9999-01-01
417486,Sakthirel,Cusworth,1987-01-10,57188,Technique Leader,9999-01-01
417495,Nakhoon,Miake,1988-06-21,54941,Senior Engineer,9999-01-01
417510,Yonghong,Ernst,1997-05-08,57967,Senior Staff,9999-01-01
417527,Barna,Selvestrel,1991-04-04,45999,Senior Staff,9999-01-01
417545,Adhemar,Trystram,1986-04-04,40000,Senior Engineer,9999-01-01
417548,Fumiyo,Schaap,1988-03-17,40000,Senior Staff,9999-01-01
417553,Moheb,Langford,1995-07-19,40000,Senior Engineer,9999-01-01
417555,Zejun,Coors,1988-07-30,60173,Senior Engineer,9999-01-01
417556,Hiroyasu,Zlotek,1988-12-24,61843,Senior Engineer,9999-01-01
417576,Adhemar,Murtagh,1991-06-26,84269,Senior Staff,9999-01-01
417579,Leandro,Ramamoorthy,1988-11-11,60376,Senior Engineer,9999-01-01
417583,Jamaludin,Gischer,1986-06-26,40000,Senior Staff,9999-01-01
417586,Qiwen,Leslie,1992-11-10,57959,Senior Staff,9999-01-01
417588,Takushi,Iacovou,1990-11-07,51319,Senior Engineer,9999-01-01
417595,Maik,Roccetti,1988-06-16,83777,Senior Staff,9999-01-01
417596,Aron,Hiyoshi,1988-01-07,75555,Senior Staff,9999-01-01
417603,Rajmohan,Emden,1989-08-29,51180,Senior Engineer,9999-01-01
417609,Dhritiman,Thombley,1989-01-11,46178,Senior Engineer,9999-01-01
417620,Tru,Skrikant,1989-10-04,40000,Senior Staff,9999-01-01
417633,Aemilian,Cappelletti,1988-06-09,73327,Senior Staff,9999-01-01
417663,Muzhong,Stassinopoulos,1988-11-01,53334,Senior Staff,9999-01-01
417666,Heping,Ranst,1989-09-17,56393,Senior Engineer,9999-01-01
417674,Felicidad,Felcyn,1988-11-19,62473,Senior Staff,9999-01-01
417683,Fei,Kruskal,1987-03-30,40000,Senior Staff,9999-01-01
417697,Katsuo,Whitcomb,1995-08-27,42717,Senior Staff,9999-01-01
417704,Sajjad,Erdmenger,1987-09-28,55768,Senior Staff,9999-01-01
417705,Kousuke,Lammel,1990-09-19,58043,Senior Staff,9999-01-01
417718,Breannda,Chinin,1987-03-31,40000,Senior Engineer,9999-01-01
417721,Aron,Back,1986-10-21,40000,Engineer,9999-01-01
417737,Ortrun,Picaronny,1988-07-05,65526,Senior Staff,9999-01-01
417751,Saddek,Perelgut,1988-06-21,40000,Senior Engineer,9999-01-01
417776,Shuzo,Gruenwald,1994-07-11,40000,Engineer,9999-01-01
417777,Vitali,Picel,1987-08-20,68714,Senior Staff,9999-01-01
417780,Honglan,Tomescu,1986-09-05,51885,Senior Engineer,9999-01-01
417785,Suebskul,Ranst,1987-06-07,49509,Senior Engineer,9999-01-01
417796,Feipei,Nitta,1988-08-06,45477,Technique Leader,9999-01-01
417807,Uinam,Doering,1985-06-03,68363,Senior Staff,9999-01-01
417826,Dung,Portugali,1997-06-06,72056,Engineer,9999-01-01
417828,Marjo,Besancenot,1998-08-13,40000,Assistant Engineer,9999-01-01
417830,Geoff,Androutsos,1985-07-19,55329,Senior Staff,9999-01-01
417841,Freyja,Sridhar,1998-02-24,66174,Senior Staff,9999-01-01
417842,Mart,Khalil,1991-02-05,40000,Engineer,9999-01-01
417872,Sreekrishna,Yamaashi,1985-03-14,47535,Senior Staff,9999-01-01
417874,Sandeepan,McAlpine,1985-08-14,40000,Senior Engineer,9999-01-01
417876,Hirochika,Milicic,1988-07-11,48660,Senior Engineer,9999-01-01
417914,Brendon,Luck,1986-05-15,40000,Senior Staff,9999-01-01
417915,Danai,Quadeer,1986-05-01,60652,Senior Staff,9999-01-01
417923,Jahangir,Negoita,1988-11-19,40000,Senior Engineer,9999-01-01
417940,Uri,Assaf,1987-04-20,67197,Senior Staff,9999-01-01
417944,Kristinn,Serra,1987-09-03,51555,Senior Engineer,9999-01-01
417961,Junichi,Lienhardt,1986-07-28,40000,Senior Engineer,9999-01-01
417966,Tristan,Msuda,1992-08-21,42456,Senior Staff,9999-01-01
417978,Leaf,Merro,1987-05-20,40000,Technique Leader,9999-01-01
417983,Guoxiang,Sifakis,1994-02-16,40000,Engineer,9999-01-01
417991,Mihalis,Cincotta,1987-12-17,43826,Senior Staff,9999-01-01
417999,Dines,Penn,1985-09-16,40000,Senior Engineer,9999-01-01
418000,Yuichiro,Alpin,1988-10-17,82805,Senior Staff,9999-01-01
418013,Martine,Codenie,1986-08-06,46846,Senior Engineer,9999-01-01
418019,Kristina,Ecklund,1990-08-25,56827,Senior Staff,9999-01-01
418039,Shuichi,Ramalingam,1985-06-27,62233,Senior Staff,9999-01-01
418052,Munenori,Busillo,1997-10-21,41416,Senior Staff,9999-01-01
418063,Arch,Walston,1993-01-01,52776,Senior Engineer,9999-01-01
418075,Mayuko,Moffat,1991-12-26,60345,Senior Staff,9999-01-01
418082,Yuping,Denny,1992-01-13,40000,Senior Staff,9999-01-01
418094,Mona,Kolvik,1987-07-15,81903,Senior Staff,9999-01-01
418095,Avishai,Azevdeo,1988-06-29,40000,Senior Engineer,9999-01-01
418096,Teruyuki,Montresor,1998-09-27,40000,Assistant Engineer,9999-01-01
418110,Aiichiro,Roohalamini,1987-11-23,46094,Senior Engineer,9999-01-01
418125,Khun,Baar,1996-08-02,95306,Staff,9999-01-01
418130,Toshimitsu,Verhoeff,1990-09-07,66252,Senior Staff,9999-01-01
418167,Dinah,McAffer,1987-03-27,51037,Senior Engineer,9999-01-01
418186,Tse,Delgrange,1988-10-27,51939,Senior Engineer,9999-01-01
418196,Shunichi,Wiegley,1985-08-15,74193,Senior Staff,9999-01-01
418205,Navin,Schauser,1990-06-01,40000,Senior Staff,9999-01-01
418212,Arunas,Xiaoshan,1987-09-10,40000,Senior Staff,9999-01-01
418217,Chinho,Kaltofen,1986-02-23,68164,Senior Engineer,9999-01-01
418237,Ioana,Maquelin,1998-11-05,40000,Engineer,9999-01-01
418254,Masamitsu,Beilner,1991-10-15,49922,Senior Engineer,9999-01-01
418266,Toshimori,Gulak,1987-06-14,43886,Senior Engineer,9999-01-01
418329,Aiichiro,Eiron,1993-04-23,56888,Senior Staff,9999-01-01
418339,Mamdouh,Wendorf,1992-02-05,40000,Senior Engineer,9999-01-01
418351,Ferdinand,Perri,1992-11-13,72052,Senior Staff,9999-01-01
418361,Oguz,Hagimont,1999-11-21,55299,Engineer,9999-01-01
418379,Reinhold,Ducloy,1994-02-10,40000,Senior Staff,9999-01-01
418386,Gianluca,Cannata,1987-10-06,44402,Senior Engineer,9999-01-01
418411,Nalini,Griswold,1985-11-21,40000,Senior Staff,9999-01-01
418415,Shahab,Molberg,1994-10-29,40000,Senior Engineer,9999-01-01
418429,Zissis,Litvinov,1999-02-08,42730,Senior Engineer,9999-01-01
418434,Toshimo,Vasanthakumar,1987-06-29,40000,Senior Engineer,9999-01-01
418441,Xiaocheng,Marquardt,1987-03-06,40000,Senior Engineer,9999-01-01
418450,Nidapan,Rodham,1991-08-18,40000,Senior Staff,9999-01-01
418455,Shaw,Sgarro,1994-02-06,48460,Staff,9999-01-01
418465,Munir,Masamoto,1996-02-22,40000,Engineer,9999-01-01
418471,Xiaoheng,Aloisi,1998-08-08,72191,Staff,9999-01-01
418475,Mokhtar,Weisert,1985-09-29,41375,Senior Staff,9999-01-01
418480,Ranan,Anguita,1991-09-26,88005,Senior Engineer,9999-01-01
418481,Karoline,Papastamatiou,1992-01-23,40000,Senior Engineer,9999-01-01
418491,Aram,Constantine,1987-11-05,63786,Senior Staff,9999-01-01
418504,Candida,Alvarado,1996-03-04,77157,Senior Staff,9999-01-01
418515,Naftali,Chachaty,1988-01-01,82032,Senior Staff,9999-01-01
418526,Sajjad,Rubsam,1988-05-03,51218,Senior Staff,9999-01-01
418536,Mark,Weiland,1986-09-21,41976,Senior Engineer,9999-01-01
418542,Mong,Manderick,1990-09-13,69548,Senior Engineer,9999-01-01
418553,Abdelkader,Caine,1988-02-20,46156,Senior Engineer,9999-01-01
418555,Kristina,Luan,1999-06-29,40000,Staff,9999-01-01
418561,Younwoo,Andreotta,1986-05-03,45156,Senior Staff,9999-01-01
418586,Bernice,Isaak,1985-12-06,45958,Senior Staff,9999-01-01
418603,Abdulla,Kropf,1996-05-31,40886,Staff,9999-01-01
418605,Flemming,Kornatzky,1993-05-05,56402,Senior Engineer,9999-01-01
418614,Mani,Narlikar,1987-01-25,40000,Senior Engineer,9999-01-01
418632,Uri,Reistad,1985-03-31,44607,Senior Staff,9999-01-01
418639,Anneke,Ponthieu,1987-09-16,57023,Senior Engineer,9999-01-01
418648,Stamatina,Maierhofer,1988-01-11,47914,Senior Engineer,9999-01-01
418659,Basim,Barreiro,1987-02-19,47666,Senior Engineer,9999-01-01
418666,Guiseppe,Denny,1987-07-11,70261,Senior Staff,9999-01-01
418668,Shounak,Peck,1987-08-06,77644,Senior Staff,9999-01-01
418671,Xiaoshan,Calkin,1988-10-17,62129,Senior Staff,9999-01-01
418682,Gill,Ritcey,1986-10-27,59096,Senior Engineer,9999-01-01
418683,Tsuneo,Lagarias,1986-11-21,87603,Senior Staff,9999-01-01
418694,Shigeo,Kamble,1987-11-13,40000,Senior Staff,9999-01-01
418702,Shih,Validov,1986-12-11,50186,Senior Staff,9999-01-01
418703,Mabo,Cairo,1985-07-22,61531,Senior Engineer,9999-01-01
418711,Feipei,Christianini,1986-01-28,43595,Senior Staff,9999-01-01
418716,Marke,Linnainmaa,1998-04-21,81322,Staff,9999-01-01
418733,Barun,Velasco,1987-10-20,72124,Technique Leader,9999-01-01
418734,Peer,Chaudhuri,1990-11-10,42503,Engineer,9999-01-01
418766,Mana,Viele,1985-03-04,53838,Senior Engineer,9999-01-01
418771,Annemarie,Eiter,1988-03-22,47161,Senior Engineer,9999-01-01
418773,Tommaso,Pramanik,1988-12-20,40000,Senior Staff,9999-01-01
418788,Boguslaw,Wolniewicz,1999-02-08,40000,Staff,9999-01-01
418799,Uzi,Kakkar,1986-10-29,80181,Senior Staff,9999-01-01
418811,Xiaopeng,Unni,1985-03-03,56539,Engineer,9999-01-01
418815,Mads,Tanemo,1987-07-29,48130,Senior Engineer,9999-01-01
418821,Amalendu,Thiran,1986-01-14,41111,Senior Engineer,9999-01-01
418834,Shaunak,Leijenhorst,1993-06-01,47297,Senior Engineer,9999-01-01
418835,Oguz,Bruckman,1988-11-19,62386,Senior Staff,9999-01-01
418855,Piyawadee,Granlund,1987-03-01,73012,Senior Staff,9999-01-01
418857,Mani,Uehara,1994-11-28,68554,Senior Staff,9999-01-01
418866,Taegyun,Varker,1991-11-14,40000,Senior Engineer,9999-01-01
418870,Garnik,Dulli,1985-12-28,86757,Senior Staff,9999-01-01
418888,Harngdar,Petersohn,1992-01-23,40000,Engineer,9999-01-01
418901,Lucien,Kabayashi,1987-07-24,78846,Senior Staff,9999-01-01
418906,Youngkon,Boyle,1987-12-31,63757,Senior Engineer,9999-01-01
418911,Alois,Kakkar,1988-08-23,52640,Senior Engineer,9999-01-01
418914,Shahar,Hashii,1996-04-13,92661,Staff,9999-01-01
418916,Rasikan,Papsdorf,1987-04-13,40452,Senior Staff,9999-01-01
418917,Honglan,Deverell,1987-03-30,61592,Senior Staff,9999-01-01
418927,Baocai,Yemenis,1990-09-01,40000,Senior Engineer,9999-01-01
418931,Idoia,Conia,1987-11-12,40000,Senior Staff,9999-01-01
418934,Adam,Gurbaxani,1985-11-30,51582,Senior Staff,9999-01-01
418938,Elgin,Vrecion,1989-06-23,88511,Senior Staff,9999-01-01
418939,Arch,Dehkordi,1998-05-06,48557,Staff,9999-01-01
418946,Alejandra,Farrow,1988-02-17,51650,Senior Staff,9999-01-01
418962,Shigeaki,Farris,1987-11-24,40000,Senior Engineer,9999-01-01
418974,Dung,Sethi,1993-10-06,48438,Senior Engineer,9999-01-01
418986,Kwangho,Warwick,1989-05-07,40000,Engineer,9999-01-01
418991,Abdelkader,Emden,1991-02-27,40000,Senior Engineer,9999-01-01
419000,Subhada,Sluis,1996-02-01,92761,Senior Staff,9999-01-01
419001,Sanjay,Bahl,1988-08-09,40000,Senior Staff,9999-01-01
419002,Falguni,Felcyn,1986-12-06,40000,Senior Staff,9999-01-01
419009,Yongdong,Morris,1987-04-17,42110,Senior Staff,9999-01-01
419044,Luigi,Panwar,1994-02-22,64203,Engineer,9999-01-01
419053,Irene,Karcich,1999-12-31,40000,Staff,9999-01-01
419062,Stafford,Walstra,1986-06-05,70299,Senior Engineer,9999-01-01
419063,Michaela,Dehkordi,1988-05-23,40000,Senior Staff,9999-01-01
419065,Arvind,Manderick,1985-07-01,52502,Senior Staff,9999-01-01
419069,Koichi,Setlzner,1986-06-03,40000,Senior Staff,9999-01-01
419084,Shen,Aamodt,1987-08-19,74877,Senior Engineer,9999-01-01
419104,Satoru,Vasanthakumar,1992-09-18,40000,Senior Staff,9999-01-01
419123,Marit,Hutter,1998-08-22,40000,Engineer,9999-01-01
419130,Willard,Reghbati,1989-05-23,48289,Technique Leader,9999-01-01
419135,Odysseas,Swen,1987-12-08,50131,Senior Engineer,9999-01-01
419136,Jagoda,Slaats,1988-11-26,40000,Senior Engineer,9999-01-01
419157,Visit,Ruemmler,1989-09-04,64425,Senior Staff,9999-01-01
419180,Shigeaki,Rettelbach,1985-03-23,80594,Engineer,9999-01-01
419223,Berry,Birch,1985-06-30,59407,Senior Staff,9999-01-01
419229,Mads,Pettey,1986-03-03,46400,Senior Engineer,9999-01-01
419242,Elvia,Demir,1998-05-25,59638,Technique Leader,9999-01-01
419244,Taegyun,Lupu,1990-01-18,69212,Senior Engineer,9999-01-01
419250,Navin,Birge,1987-02-07,40000,Senior Engineer,9999-01-01
419252,Mohamadou,Segond,1998-06-14,40000,Senior Engineer,9999-01-01
419263,Wojceich,Ramsay,1995-07-06,53914,Technique Leader,9999-01-01
419266,Tomokazu,Rosin,1987-10-06,51271,Senior Engineer,9999-01-01
419270,Fen,Kornyak,1994-10-28,44319,Senior Engineer,9999-01-01
419272,Waiman,Ghalwash,1987-04-15,51226,Senior Engineer,9999-01-01
419282,Hatem,Schrooten,1988-04-13,60827,Senior Engineer,9999-01-01
419287,Takahira,Spelt,1998-12-06,40000,Staff,9999-01-01
419293,Perla,Noriega,1986-08-20,54298,Senior Staff,9999-01-01
419294,Girolamo,Demos,1987-09-05,40000,Senior Engineer,9999-01-01
419296,Fumiyo,Delgrande,1985-08-24,40000,Technique Leader,9999-01-01
419297,Kwangsub,Harnett,1997-01-10,54101,Senior Staff,9999-01-01
419311,Sachin,Leaver,1995-08-25,61473,Engineer,9999-01-01
419315,Godehard,Rindone,1985-03-26,40000,Senior Engineer,9999-01-01
419330,Kaijung,Einsfeld,1990-10-19,81457,Senior Staff,9999-01-01
419336,Peer,Bahr,1987-05-17,40000,Senior Staff,9999-01-01
419342,Shakhar,Loncour,1999-01-25,55470,Engineer,9999-01-01
419348,Takahiro,Piancastelli,1988-05-24,51503,Senior Engineer,9999-01-01
419359,Arie,Slutz,1994-07-02,44880,Senior Engineer,9999-01-01
419365,Shuichi,Sommen,1987-12-16,50329,Technique Leader,9999-01-01
419374,Yoshinari,Pollacia,1986-01-29,82779,Senior Staff,9999-01-01
419375,Gita,Katalagarianos,1989-03-08,40000,Senior Staff,9999-01-01
419387,Frazer,Lichtman,1998-01-24,57855,Engineer,9999-01-01
419423,Gian,Range,1986-08-19,70155,Senior Staff,9999-01-01
419427,Amalendu,Varley,1997-10-15,40000,Staff,9999-01-01
419444,Genevieve,Bennet,1990-04-09,41043,Senior Staff,9999-01-01
419463,Kinh,Rikino,1991-02-27,68006,Engineer,9999-01-01
419469,Subhankar,Angot,1987-02-03,92207,Senior Staff,9999-01-01
419470,Larisa,Antonakopoulos,1996-05-07,40000,Senior Staff,9999-01-01
419486,Gift,Bolsens,1985-07-04,74712,Senior Staff,9999-01-01
419487,Nimmagadda,Haldar,1986-08-14,40000,Senior Engineer,9999-01-01
419499,Honesty,Dulin,1997-11-24,40000,Assistant Engineer,9999-01-01
419504,Abdelaziz,Masamoto,1989-06-26,49754,Senior Engineer,9999-01-01
419521,Takushi,Furudate,1986-07-12,61630,Senior Staff,9999-01-01
419527,Idoia,Krybus,1988-06-02,40000,Senior Engineer,9999-01-01
419533,Ghassan,Ermel,1999-06-20,45566,Technique Leader,9999-01-01
419534,Odoardo,Demizu,1992-01-14,41650,Senior Engineer,9999-01-01
419543,Abdelghani,Nitsch,1990-03-27,63547,Senior Staff,9999-01-01
419568,Becky,Koprowski,1988-03-08,64989,Senior Staff,9999-01-01
419578,Elgin,Ullian,1987-12-22,75471,Senior Staff,9999-01-01
419581,Kotesh,Benaini,1986-01-19,40000,Senior Staff,9999-01-01
419585,Ramachenga,Pezzoli,1985-03-14,54485,Senior Staff,9999-01-01
419593,Xiaoqiang,Reeken,1990-03-21,50994,Senior Engineer,9999-01-01
419605,Jiakeng,Matzat,1991-04-29,52205,Technique Leader,9999-01-01
419606,Divine,Schauser,1994-10-04,40000,Engineer,9999-01-01
419621,Mong,Marsiglia,1999-09-02,45586,Technique Leader,9999-01-01
419622,Mabo,Murillo,1988-03-17,42619,Senior Staff,9999-01-01
419623,Guther,Demizu,1988-12-05,60021,Senior Engineer,9999-01-01
419638,Lein,Birsak,1985-08-30,84636,Senior Staff,9999-01-01
419652,Pranas,Heusch,1986-09-02,59281,Senior Staff,9999-01-01
419658,Marke,Hashii,1989-05-30,40000,Senior Staff,9999-01-01
419659,Duangkaew,Peng,1988-04-21,40000,Senior Staff,9999-01-01
419669,Florina,Monarch,1986-04-16,67263,Senior Staff,9999-01-01
419670,Otilia,Kuzuoka,1988-09-06,49837,Technique Leader,9999-01-01
419717,Rosalie,Tsunoo,1987-11-03,44601,Senior Engineer,9999-01-01
419719,Gay,Reinhart,1993-03-10,40000,Senior Staff,9999-01-01
419723,Oscar,Picaronny,1989-10-06,40000,Senior Staff,9999-01-01
419726,Rosita,Bellone,1985-12-18,40000,Senior Engineer,9999-01-01
419748,Jixiang,Rindone,1987-04-28,97675,Senior Engineer,9999-01-01
419753,Divine,Ebeling,1986-08-23,77849,Senior Engineer,9999-01-01
419767,Uma,Penz,1995-05-27,85844,Staff,9999-01-01
419770,Tadahiro,Weedman,1988-04-11,40000,Senior Engineer,9999-01-01
419781,Jordanka,Karnin,1988-12-29,57698,Senior Staff,9999-01-01
419783,Kwun,Puppo,1988-08-31,52786,Senior Staff,9999-01-01
419787,Shahar,Bahl,1988-05-06,40000,Senior Engineer,9999-01-01
419803,Karlis,Molenkamp,1988-02-29,40000,Senior Engineer,9999-01-01
419818,Sanjoy,Emiris,2000-01-30,74133,Staff,9999-01-01
419828,Nectarios,Skogmar,1990-09-12,40000,Senior Engineer,9999-01-01
419835,Kauko,Oppitz,1993-09-16,76777,Senior Staff,9999-01-01
419837,Poornachandra,Morrey,1991-03-13,40000,Senior Staff,9999-01-01
419840,Chiranjit,Zultner,1985-09-25,74717,Senior Engineer,9999-01-01
419844,Yefim,Blokdijk,1992-12-31,70049,Senior Staff,9999-01-01
419860,Behnaam,Gide,1997-01-05,69967,Technique Leader,9999-01-01
419862,Odinaldo,Bressoud,1986-01-04,40000,Senior Engineer,9999-01-01
419874,Kinh,Zeleznik,1985-06-27,44264,Senior Engineer,9999-01-01
419884,Heejo,Dichev,1999-07-25,48985,Assistant Engineer,9999-01-01
419891,Kazuyasu,Setia,1987-01-24,43721,Senior Engineer,9999-01-01
419892,Eric,Rubsam,1991-08-02,54334,Senior Engineer,9999-01-01
419898,Zhanqiu,Merkl,1986-07-21,75411,Senior Staff,9999-01-01
419903,Conor,Merro,1997-08-08,88045,Staff,9999-01-01
419907,Tayeb,Rajaraman,1996-06-02,103850,Senior Staff,9999-01-01
419911,Seongbin,Hofstetter,1986-08-06,72788,Senior Staff,9999-01-01
419912,Jeanne,Kolvik,1985-04-20,40000,Senior Engineer,9999-01-01
419931,Yishay,Koblick,1985-12-31,59587,Senior Engineer,9999-01-01
419954,Yakkov,Katalagarianos,1990-01-04,40000,Senior Engineer,9999-01-01
419960,Chikako,Heping,1989-02-16,40000,Senior Engineer,9999-01-01
419962,Fei,Gubsky,1987-01-29,40000,Senior Engineer,9999-01-01
419968,Margareta,Strehl,1991-12-30,62107,Senior Staff,9999-01-01
419986,Cristinel,Belinskaya,1988-11-24,51086,Senior Engineer,9999-01-01
419992,Mototsugu,Kenevan,1991-07-06,45281,Senior Staff,9999-01-01
420004,Uriel,Benaini,1995-10-04,40000,Engineer,9999-01-01
420013,Pranav,Syang,1987-12-21,67151,Senior Staff,9999-01-01
420030,Arun,Vidal,1994-12-09,51190,Senior Staff,9999-01-01
420032,Frederique,Godskesen,1999-02-01,40000,Engineer,9999-01-01
420034,Pascal,Beilner,1989-02-23,61831,Senior Staff,9999-01-01
420040,Minghong,Ghelli,1986-04-24,45360,Engineer,9999-01-01
420045,Baziley,Tasistro,1986-06-20,40000,Senior Engineer,9999-01-01
420048,Khue,Kalafatis,1986-11-25,48603,Senior Staff,9999-01-01
420053,Kaijung,Chimia,1994-10-04,40000,Engineer,9999-01-01
420054,Arif,Iivonen,1989-03-11,40000,Senior Engineer,9999-01-01
420066,Chinho,Jumpertz,1986-02-01,40000,Senior Staff,9999-01-01
420073,Spyrose,DeMori,1994-10-24,50498,Senior Engineer,9999-01-01
420074,Kerryn,Gire,1994-11-16,60992,Senior Engineer,9999-01-01
420092,Prodip,Impagliazzo,1988-08-26,74047,Senior Engineer,9999-01-01
420114,Sarita,Heydon,1987-10-30,40000,Senior Staff,9999-01-01
420125,Yongmao,Itschner,1996-11-15,58277,Staff,9999-01-01
420129,Elvis,Vrecion,1986-07-19,40000,Senior Staff,9999-01-01
420160,Berhard,Ruther,1988-07-28,40000,Senior Engineer,9999-01-01
420180,Van,Feinberg,1986-12-24,40802,Senior Staff,9999-01-01
420192,Tadahiro,Cooke,1986-08-26,52915,Senior Engineer,9999-01-01
420213,Jungsoon,Compeau,1986-10-17,40000,Senior Engineer,9999-01-01
420216,Arumugam,Kalefeld,1998-06-24,40000,Engineer,9999-01-01
420217,Maren,Streit,1992-08-06,40000,Senior Staff,9999-01-01
420232,Claudi,Heystek,1987-06-01,57598,Senior Staff,9999-01-01
420242,Nalini,Hanratty,1986-12-04,43125,Senior Engineer,9999-01-01
420243,Chenyi,Lunt,1994-04-05,40000,Senior Staff,9999-01-01
420256,Wilmer,Maraist,1988-10-20,40000,Senior Staff,9999-01-01
420314,Oguz,Demke,1987-10-07,47552,Senior Staff,9999-01-01
420315,Ziyad,Zallocco,1990-03-19,49746,Senior Engineer,9999-01-01
